RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,EngagementScore,FinancialHealthScore,CustomerTenureGroup,AvgBalanceByGeography,ClusterLabel,LogBalance
47,0.9580000000000001,Germany,Female,27,9,0.4465784095845449,1,1,1,0.5985403105996623,1,1.0,0.6677062400614023,Veteran,0.4772061681853294,0,0.3692010503835656
48,0.574,Germany,Female,39,9,0.5494015518412276,1,1,1,0.5881122647212809,1,1.0,0.5705046055208361,Veteran,0.4772061681853294,1,0.437868760790759
49,0.4,Germany,Male,38,2,0.4120851617483418,1,0,1,0.454376142921649,0,0.6666666666666666,0.4221537682233303,New,0.4772061681853294,1,0.3450674501052366
50,0.852,Germany,Female,37,2,0.4135911118334939,2,1,0,0.9705303856518297,0,1.0,0.7453738324951078,New,0.4772061681853294,1,0.34613335439286785
51,0.6960000000000001,Germany,Male,44,10,0.4637873887361997,2,1,0,0.9903324767515297,0,1.0,0.7167066218292432,Veteran,0.4772061681853294,1,0.3810271787196759
52,0.46999999999999986,Germany,Male,36,5,0.5821127215436356,2,0,0,0.43210621614364175,0,0.6666666666666666,0.494739645895759,Established,0.4772061681853294,0,0.45876111936314684
53,0.876,France,Female,33,5,0.0,2,0,0,0.584888906890608,0,0.6666666666666666,0.486962968963536,Established,0.24748150340943567,0,0.0
54,0.61,Germany,Male,41,8,0.5004500831393337,1,0,0,0.8202251315000582,1,0.3333333333333333,0.6435584048797973,Loyal,0.4772061681853294,1,0.4057651185267604
55,0.5019999999999999,Germany,Male,42,1,0.3925726178306101,1,1,0,0.20003500334281923,1,0.6666666666666666,0.36486920705780973,New,0.4772061681853294,1,0.3311528407095664
56,0.5379999999999999,France,Male,43,1,0.49905489515683443,1,1,1,0.567048703151151,0,1.0,0.534701199435995,New,0.24748150340943567,1,0.4048348396352679
57,0.612,France,Male,45,5,0.5096268369360644,1,1,0,0.43552154230729034,0,0.6666666666666666,0.5190494597477849,Established,0.24748150340943567,1,0.4118624924288013
58,0.7499999999999999,Germany,Male,19,0,0.3024662324053563,1,0,0,0.22803262711588954,0,0.3333333333333333,0.42683295317374864,,0.4772061681853294,0,0.26425956909270365
59,0.32199999999999995,Spain,Female,66,4,0.0,1,1,0,0.008158429129981912,1,0.6666666666666666,0.11005280970999397,Established,0.24638747853131726,2,0.0
60,0.5279999999999999,France,Male,51,4,0.16216113881137956,1,1,1,0.23384083179943682,0,1.0,0.30800065687027206,Established,0.24748150340943567,2,0.15028132249130013
61,0.7839999999999999,Germany,Male,35,5,0.5454684808481405,1,0,0,0.422530301643807,0,0.3333333333333333,0.5839995941639825,Established,0.4772061681853294,0,0.43532708823657745
62,0.674,Germany,Female,27,9,0.6071344743995462,2,0,0,0.6324766015154447,0,0.6666666666666666,0.6378703586383302,Veteran,0.4772061681853294,0,0.4744527636523415
63,0.41000000000000003,Spain,Male,33,1,0.2235357391520996,2,0,0,0.8940181287312938,0,0.6666666666666666,0.5091846226277977,New,0.24638747853131726,0,0.20174481406007352
64,0.668,Spain,Male,56,8,0.31370171052318496,1,1,1,0.49698136172004426,0,1.0,0.4928943574144098,Loyal,0.24638747853131726,2,0.27284888555777786
65,0.5059999999999999,Germany,Male,26,4,0.4351024354151122,1,1,1,0.4641897801240018,0,1.0,0.46843073851303796,Established,0.4772061681853294,0,0.36123623022843715
66,0.8019999999999999,Germany,Female,36,6,0.6768941923790652,2,1,1,0.13874715035285867,0,1.3333333333333333,0.5392137809106413,Loyal,0.4772061681853294,0,0.5169433874570788
67,0.46199999999999986,Germany,Female,34,1,0.4050769776685028,1,1,0,0.5521523805523427,0,0.6666666666666666,0.4730764527402818,New,0.4772061681853294,0,0.3400920896610394
68,0.7699999999999999,Germany,Male,43,10,0.4909563480535065,2,1,1,0.9834024149306257,0,1.3333333333333333,0.7481195876613774,Veteran,0.4772061681853294,1,0.39941775839460397
69,0.622,Germany,Female,35,5,0.6007440311721783,2,0,1,0.5682806207992863,0,1.0,0.5970082173238215,Established,0.4772061681853294,0,0.47046854064029475
70,0.65,France,Female,21,8,0.39208453121345005,1,1,0,0.09096578723268071,0,0.6666666666666666,0.3776834394820436,Loyal,0.24748150340943567,0,0.33080228651489585
71,0.7759999999999999,Germany,Male,58,2,0.5330667921784499,4,1,0,0.14182494428217893,1,1.6666666666666667,0.4836305788202096,New,0.4772061681853294,2,0.42727016852858
72,0.926,France,Male,29,6,0.0,1,1,0,0.1697276589914337,0,0.6666666666666666,0.3652425529971446,Loyal,0.24748150340943567,0,0.0
73,0.614,Spain,Female,37,0,0.6520861916485694,1,0,1,0.22098095368107654,0,0.6666666666666666,0.49568904844321526,,0.24638747853131726,1,0.5020388478591742
74,0.5079999999999999,Germany,Female,25,5,0.6288642532113338,2,1,1,0.2921040459363869,0,1.3333333333333333,0.47632276638257354,Established,0.4772061681853294,0,0.4878829947856767
75,0.33799999999999997,France,Male,36,9,0.0,2,0,1,0.7278236071544831,0,1.0,0.35527453571816103,Veteran,0.24748150340943567,0,0.0
76,0.7699999999999999,France,Female,21,1,0.7123138721382855,2,1,0,0.11189278576104017,0,1.0,0.5314022192997752,New,0.24748150340943567,0,0.5378455974448351
77,0.628,France,Male,55,8,0.0,2,1,1,0.6958167504996727,0,1.3333333333333333,0.4412722501665576,Loyal,0.24748150340943567,2,0.0
78,0.656,France,Female,32,9,0.0,1,1,1,0.7410660718098578,0,1.0,0.46568869060328594,Veteran,0.24748150340943567,0,0.0
79,0.814,Spain,Male,33,5,0.30790676804275396,1,0,1,0.9712330027517627,0,0.6666666666666666,0.6977132569315055,Established,0.24638747853131726,0,0.2684279722398162
80,0.132,Germany,Female,41,10,0.48700912788933554,2,1,0,0.4914970879719013,0,1.0,0.3701687386204123,Veteran,0.4772061681853294,1,0.39676680591871744
81,0.63,France,Female,34,1,0.38519838871631107,2,0,0,0.8570922523100956,0,0.6666666666666666,0.6240968803421355,New,0.24748150340943567,0,0.3258433703317015
82,0.854,France,Female,32,2,0.0,1,1,0,0.6822982094790052,1,0.6666666666666666,0.5120994031596684,New,0.24748150340943567,0,0.0
83,0.386,France,Female,36,3,0.0,2,0,0,0.13005247001088602,0,0.6666666666666666,0.17201749000362868,Established,0.24748150340943567,0,0.0
84,0.31199999999999994,France,Female,34,4,0.359937455083855,1,1,1,0.7961945865830187,0,1.0,0.48937734722229126,Established,0.24748150340943567,0,0.30743870978150817
85,0.2859999999999999,France,Female,46,4,0.0,2,1,0,0.009481305464671876,0,1.0,0.09849376848822393,Established,0.24748150340943567,1,0.0
86,0.604,Spain,Female,75,10,0.0,2,1,1,0.5733756073705039,0,1.3333333333333333,0.39245853579016793,Veteran,0.24638747853131726,2,0.0
87,0.7999999999999999,Spain,Male,22,3,0.484985039144778,1,1,0,0.6432202775365047,1,0.6666666666666666,0.6427351055604276,Established,0.24638747853131726,0,0.39540469755393215
88,0.7579999999999999,France,Male,30,9,0.0,2,1,0,0.7593613690107405,0,1.0,0.5057871230035801,Veteran,0.24748150340943567,0,0.0
89,0.592,France,Female,46,4,0.0,3,1,0,0.4662437262758593,1,1.3333333333333333,0.3527479087586198,Established,0.24748150340943567,1,0.0
90,0.57,Germany,Female,28,3,0.3253259919196675,2,1,1,0.7839737694949866,0,1.3333333333333333,0.5597665871382179,Established,0.4772061681853294,0,0.2816584608148504
91,0.594,Spain,Female,44,5,0.0,3,1,1,0.8710513854073063,1,1.6666666666666667,0.48835046180243546,Established,0.24638747853131726,1,0.0
92,0.916,France,Male,45,7,0.47280770451460996,2,1,0,0.7356746569297367,0,1.0,0.7081607871481155,Loyal,0.24748150340943567,1,0.387170582125255
93,0.348,France,Female,36,10,0.0,2,1,0,0.5480672904262357,0,1.0,0.2986890968087452,Veteran,0.24748150340943567,0,0.0
94,0.838,France,Male,29,8,0.0,2,1,1,0.8614774210937143,0,1.3333333333333333,0.5664924736979048,Loyal,0.24748150340943567,0,0.0
95,0.7599999999999999,Spain,Male,42,4,0.0,2,0,1,0.4298955050207295,0,1.0,0.3966318350069098,Established,0.24638747853131726,1,0.0
96,0.32999999999999996,Spain,Male,35,10,0.7025719087777832,1,0,1,0.6063889101409184,0,0.6666666666666666,0.5463202729729005,Veteran,0.24638747853131726,0,0.5321399953171335
97,0.846,Spain,Male,41,9,0.40983747624384076,1,0,1,0.32294919164780234,0,0.6666666666666666,0.5262622226305477,Veteran,0.24638747853131726,1,0.3434744326712573
98,0.928,Germany,Male,29,8,0.386955516480815,2,1,1,0.9864169528189942,0,1.3333333333333333,0.7671241564332698,Loyal,0.4772061681853294,0,0.3271110690669898
99,0.7199999999999999,Spain,Male,22,8,0.0,2,0,0,0.4982148795209942,0,0.6666666666666666,0.40607162650699796,Loyal,0.24638747853131726,0,0.0
100,0.126,France,Male,34,9,0.0,2,0,0,0.03261611483896712,0,0.6666666666666666,0.052872038279655705,Veteran,0.24748150340943567,0,0.0
101,0.63,France,Female,40,6,0.0,1,1,1,0.8092595342855242,0,1.0,0.4797531780951747,Loyal,0.24748150340943567,1,0.0
102,0.5459999999999999,France,Female,44,6,0.0,2,0,0,0.8358340721538906,0,0.6666666666666666,0.46061135738463016,Loyal,0.24748150340943567,1,0.0
103,0.7759999999999999,France,Male,31,9,0.32951287114222355,1,1,0,0.20981573740292198,0,0.6666666666666666,0.43844286951504846,Veteran,0.24748150340943567,0,0.2848126128441642
104,0.356,Spain,Male,36,7,0.0,2,1,0,0.30265380343822834,0,1.0,0.21955126781274278,Loyal,0.24638747853131726,0,0.0
105,0.64,Spain,Female,65,1,0.0,1,1,1,0.8883053331593166,1,1.0,0.5094351110531056,New,0.24638747853131726,2,0.0
106,0.5439999999999999,Spain,Female,46,4,0.4267600044304842,2,1,1,0.15487984102481786,1,1.3333333333333333,0.37521328181843394,Established,0.24638747853131726,1,0.35540614245178825
107,0.46399999999999986,Germany,Male,32,1,0.3544810564321155,1,1,1,0.050219545966639814,0,1.0,0.2895668674662517,New,0.4772061681853294,0,0.3034183967915511
108,0.87,Germany,Female,36,2,0.39779836506527416,1,0,1,0.18484235244465844,0,0.6666666666666666,0.4842135725033108,New,0.4772061681853294,0,0.3348984024116699
109,0.5099999999999999,Spain,Male,33,5,0.5982221706032119,1,0,0,0.3592903622295929,0,0.3333333333333333,0.48917084427760155,Established,0.24638747853131726,0,0.46889186809527666
110,0.258,Germany,Male,35,9,0.37000636393844216,1,1,0,0.49723888631364294,1,0.6666666666666666,0.3750817500840284,Veteran,0.4772061681853294,0,0.3148153850397863
111,0.67,Germany,Male,30,3,0.3608509335403869,1,0,1,0.3153866194221548,0,0.6666666666666666,0.44874585098751396,Established,0.4772061681853294,0,0.3081101905145737
112,0.376,Germany,Male,39,7,0.4306732665840542,2,1,0,0.13611139863856997,0,1.0,0.31426155507420805,Loyal,0.4772061681853294,1,0.3581451492658812
113,0.42400000000000004,France,Male,42,2,0.3995181868463009,1,0,0,0.43397059419174533,0,0.3333333333333333,0.41916292701268204,New,0.24748150340943567,1,0.33612802513459344
114,0.65,Spain,Male,36,9,0.4232417632194809,1,0,1,0.11492467530649175,0,0.6666666666666666,0.39605547950865755,Veteran,0.24638747853131726,0,0.3529372015282367
115,0.7419999999999999,Germany,Male,28,9,0.6156903785118493,2,0,1,0.5064951702887626,1,1.0,0.6213951829335372,Veteran,0.4772061681853294,0,0.47976234428622744
116,0.5559999999999999,Germany,Female,30,9,0.5275101536245255,2,1,1,0.370823163612125,0,1.3333333333333333,0.4847777724122168,Veteran,0.4772061681853294,0,0.42363905925888595
117,0.636,Germany,Female,37,6,0.6690541167531407,1,1,0,0.5781887670272511,0,0.6666666666666666,0.6277476279267974,Loyal,0.4772061681853294,1,0.5122570688113943
118,0.31199999999999994,France,Female,41,1,0.0,2,1,0,0.1587887643269932,0,1.0,0.1569295881089977,New,0.24748150340943567,1,0.0
119,0.348,Germany,Female,31,8,0.42973077236259555,1,1,0,0.9986644224523442,1,0.6666666666666666,0.5921317316049799,Loyal,0.4772061681853294,0,0.35748615547148427
120,0.6980000000000001,Germany,Male,34,4,0.7380439205416033,2,1,0,0.6041721984449514,0,1.0,0.680072039662185,Established,0.4772061681853294,0,0.5527602972613017
121,0.9560000000000001,France,Male,34,8,0.5158801328459695,2,0,0,0.19061915412921931,0,0.6666666666666666,0.5541664289917296,Loyal,0.24748150340943567,0,0.41599621605058157
122,0.648,Spain,Male,39,6,0.4790527500627845,1,0,0,0.5006446615651794,0,0.3333333333333333,0.5425658038759881,Loyal,0.24638747853131726,1,0.3914018491256297
123,0.612,France,Female,39,6,0.0,2,1,0,0.7053588617712991,0,1.0,0.4391196205904331,Loyal,0.24748150340943567,1,0.0
124,0.668,Germany,Female,48,10,0.5037281072964725,1,1,1,0.9906835102752312,0,1.0,0.7208038725239012,Veteran,0.4772061681853294,1,0.40794742946193424
125,0.5499999999999999,France,Female,28,3,0.0,1,0,0,0.9182618440061026,0,0.3333333333333333,0.4894206146687008,Established,0.24748150340943567,0,0.0
126,0.16399999999999992,France,Male,42,9,0.6082288231050306,1,1,0,0.5513209511508349,1,0.6666666666666666,0.4411832580852884,Veteran,0.24748150340943567,1,0.4751334635586877
127,0.398,France,Female,52,1,0.0,1,0,1,0.04312646857774917,1,0.6666666666666666,0.14704215619258307,New,0.24748150340943567,2,0.0
128,0.5499999999999999,Germany,Male,56,0,0.5919026326585428,1,1,0,0.2340848551036624,1,0.6666666666666666,0.45866249592073505,,0.4772061681853294,2,0.46492992516145576
129,0.9560000000000001,France,Female,41,7,0.0,2,1,0,0.8569177856485293,0,1.0,0.6043059285495098,Loyal,0.24748150340943567,1,0.0
130,0.84,France,Male,24,9,0.40585031954607553,1,1,0,0.836303717004974,0,0.6666666666666666,0.6940513455170164,Veteran,0.24748150340943567,0,0.34064232936154726
131,0.816,France,Female,34,3,0.0,2,1,1,0.6211322181268311,0,1.3333333333333333,0.4790440727089436,Established,0.24748150340943567,0,0.0
132,0.89,Germany,Female,33,9,0.5215760311288141,1,1,1,0.5746730312744868,0,1.0,0.6620830208011004,Veteran,0.4772061681853294,0,0.4197466602722041
133,0.674,France,Male,38,9,0.4885285097228122,1,1,1,0.17800349933418638,0,1.0,0.44684400301899957,Veteran,0.24748150340943567,1,0.3977880546142971
134,0.672,France,Male,25,1,0.0,2,0,1,0.08224680456983641,0,1.0,0.25141560152327885,New,0.24748150340943567,0,0.0
135,0.878,Germany,Male,39,7,0.4975265455388681,2,1,1,0.6220569064345645,0,1.3333333333333333,0.6658611506578108,Loyal,0.4772061681853294,1,0.4038147774205493
136,0.47799999999999987,Germany,Female,50,5,0.5775055920114817,2,1,1,0.17466493050086282,0,1.3333333333333333,0.4100568408374481,Established,0.4772061681853294,1,0.4558448602836719
137,0.22199999999999998,Germany,Female,34,5,0.25374417955911904,1,0,1,0.8389436191156254,0,0.6666666666666666,0.4382292662249148,Established,0.4772061681853294,0,0.22613441785780364
138,0.574,France,Male,40,2,0.5319414747238611,1,0,1,0.46581328516873355,0,0.6666666666666666,0.5239182532975315,New,0.24748150340943567,1,0.426535868711314
139,0.46799999999999986,Spain,Female,48,2,0.849532971733663,1,1,0,0.3757842373946712,1,0.6666666666666666,0.5644390697094447,New,0.24638747853131726,1,0.6149331595084125
140,0.45799999999999985,Spain,Female,35,1,0.5161073964333488,2,0,1,0.04290034698313688,1,1.0,0.3390025811388286,New,0.24638747853131726,0,0.4161461266855102
141,0.8119999999999999,Germany,Male,44,10,0.547840320346799,1,1,0,0.9477521103265361,0,0.6666666666666666,0.7691974768911116,Veteran,0.4772061681853294,1,0.4368606176162281
142,0.626,France,Male,34,7,0.0,2,1,1,0.9021644567056153,0,1.3333333333333333,0.5093881522352052,Loyal,0.24748150340943567,0,0.0
143,0.664,France,Female,43,5,0.5016057714907276,1,1,1,0.9666260627889962,0,1.0,0.710743944759908,Established,0.24748150340943567,1,0.40653504984346256
144,0.886,Spain,Male,52,2,0.0,1,1,0,0.79563718335101,1,0.6666666666666666,0.56054572778367,New,0.24638747853131726,2,0.0
145,0.682,France,Female,31,5,0.16307637096798946,1,1,0,0.6310715673346804,1,0.6666666666666666,0.49204931276755665,Established,0.24748150340943567,0,0.1510685385929031
146,0.2699999999999999,Spain,Female,21,5,0.4510086944065617,1,1,1,0.27067544950542777,0,1.0,0.3305613813039964,Established,0.24638747853131726,0,0.37225896589413443
147,0.57,Spain,Female,29,8,0.5512076237806355,2,1,0,0.705387014459881,0,1.0,0.6088648794135055,Loyal,0.24638747853131726,0,0.43903373969740156
148,0.6,France,Male,37,5,0.42633716342758926,1,0,0,0.12242894196395754,0,0.3333333333333333,0.3829220351305156,Established,0.24748150340943567,1,0.3551097340358715
149,0.7699999999999999,France,Male,44,9,0.4809985998697719,1,1,0,0.37415953223532844,0,0.6666666666666666,0.5417193773683667,Veteran,0.24748150340943567,1,0.3927165898900574
150,0.132,France,Male,32,0,0.0,2,0,1,0.004336864170528285,0,1.0,0.0454456213901761,,0.24748150340943567,0,0.0
151,0.8079999999999999,Spain,Female,32,7,0.0,2,1,0,0.4475885947107949,0,1.0,0.4185295315702649,Loyal,0.24638747853131726,0,0.0
152,0.37,France,Female,48,9,0.0,1,1,0,0.7494776251131983,1,0.6666666666666666,0.37315920837106614,Veteran,0.24748150340943567,1,0.0
153,0.7319999999999999,Spain,Male,42,8,0.0,2,1,0,0.9040305349160845,0,1.0,0.5453435116386948,Loyal,0.24638747853131726,1,0.0
154,0.378,France,Male,37,2,0.5086112453068097,1,1,0,0.49322030253889243,0,0.6666666666666666,0.45994384928190063,New,0.24748150340943567,1,0.41118952254378205
155,0.5279999999999999,France,Female,43,6,0.0,2,1,1,0.5452018167735019,0,1.3333333333333333,0.3577339389245006,Loyal,0.24748150340943567,1,0.0
156,0.7119999999999999,Spain,Male,57,7,0.0,1,1,0,0.08965646219213934,1,0.6666666666666666,0.26721882073071307,Loyal,0.24638747853131726,2,0.0
157,0.816,France,Female,33,7,0.0,2,0,0,0.41496407906955113,0,0.6666666666666666,0.41032135968985034,Loyal,0.24748150340943567,0,0.0
158,0.47199999999999986,Spain,Female,28,2,0.0,2,1,1,0.4603228108284341,0,1.3333333333333333,0.3107742702761447,New,0.24638747853131726,0,0.0
159,0.592,France,Female,73,6,0.3876444416137246,1,0,1,0.5235904028834754,0,0.6666666666666666,0.5010782814990666,Loyal,0.24748150340943567,2,0.3276076632841543
160,0.5619999999999999,Germany,Female,33,4,0.49122215318578155,1,0,0,0.5634337579238817,0,0.3333333333333333,0.538885303703221,Established,0.4772061681853294,0,0.39959602078424195
161,0.7339999999999999,Spain,Female,22,6,0.40279401887834226,1,0,1,0.42348034237269655,0,0.6666666666666666,0.5200914537503462,Loyal,0.24638747853131726,0,0.3384659755724455
162,0.668,France,Male,30,2,0.0,2,1,0,0.417351057025946,0,1.0,0.3617836856753153,New,0.24748150340943567,0,0.0
163,0.9,France,Female,49,7,0.4304829901255925,1,0,0,0.23559014885921603,0,0.3333333333333333,0.5220243796616028,Loyal,0.24748150340943567,1,0.35801214257790603
164,0.7419999999999999,Spain,Female,36,2,0.0,2,1,1,0.5348821812483092,0,1.3333333333333333,0.42562739374943637,New,0.24638747853131726,0,0.0
165,0.666,Spain,Male,29,0,0.5328972014095446,1,1,0,0.27788133766774725,1,0.6666666666666666,0.49225951302576393,,0.24638747853131726,0,0.4271595405046157
166,0.62,Germany,Male,31,9,0.49896653258699586,2,1,1,0.6993810408894049,0,1.3333333333333333,0.606115857825467,Veteran,0.4772061681853294,0,0.4047758923782227
167,0.7079999999999999,Germany,Female,24,7,0.4505184555211242,1,1,0,0.8125370972927914,1,0.6666666666666666,0.6570185176046385,Loyal,0.4772061681853294,0,0.3719210480565469
168,0.5299999999999999,Spain,Female,41,9,0.43449206807433255,1,1,0,0.9825357321624214,0,0.6666666666666666,0.6490092667455847,Veteran,0.24638747853131726,1,0.36081082702304196
169,0.634,Spain,Female,39,2,0.0,2,1,0,0.20356774071923867,1,1.0,0.2791892469064129,New,0.24638747853131726,1,0.0
170,0.664,Germany,Male,24,9,0.2308898007155017,2,0,0,0.2656389685214938,0,0.6666666666666666,0.38684292307899854,Veteran,0.4772061681853294,0,0.20773732306152032
