,RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,EngagementScore,FinancialHealthScore,CustomerTenureGroup,AvgBalanceByGeography,ClusterLabel,LogBalance
20,21,0.7639999999999999,France,Male,41,8,0.0,2,1,1,0.8544545504095641,0,1.3333333333333333,0.5394848501365214,Loyal,0.2474815034094356,1,0.0
21,22,0.572,Spain,Female,32,8,0.0,2,1,0,0.6927855610210775,0,1.0,0.4215951870070258,Loyal,0.2463874785313172,0,0.0
22,23,0.3199999999999999,Spain,Female,38,4,0.0,1,1,0,0.5945665311037204,1,0.6666666666666666,0.3048555103679067,Established,0.2463874785313172,1,0.0
23,24,0.638,France,Male,46,3,0.0,2,0,1,0.0423848977577358,0,1.0,0.2267949659192453,Established,0.2474815034094356,1,0.0
24,25,0.992,France,Female,38,5,0.0,1,1,1,0.9381124897427704,0,1.0,0.6433708299142568,Established,0.2474815034094356,1,0.0
25,26,0.4539999999999998,France,Male,25,3,0.0,2,0,1,0.6225430028567728,0,1.0,0.3588476676189242,Established,0.2474815034094356,0,0.0
26,27,0.8119999999999999,Germany,Male,36,2,0.5453036330408096,1,1,1,0.8502330472560129,0,1.0,0.7358455600989409,New,0.4772061681853294,0,0.4352204172809632
27,28,0.442,France,Male,44,9,0.0,2,0,0,0.192127198147423,0,0.6666666666666666,0.2113757327158077,Veteran,0.2474815034094356,1,0.0
28,29,0.448,Germany,Female,43,3,0.5633738782148561,1,1,1,0.5009270885369552,0,1.0,0.5041003222506037,Established,0.4772061681853294,1,0.4468462283460068
29,30,0.122,France,Male,29,0,0.2379339356469393,2,1,1,0.267383685141931,0,1.3333333333333333,0.2091058735962901,,0.2474815034094356,0,0.213443809063822
30,31,0.4819999999999999,Spain,Female,39,3,0.0,3,1,0,0.702356075005163,1,1.3333333333333333,0.3947853583350542,Established,0.2463874785313172,1,0.0
31,32,0.366,France,Male,36,7,0.3400253066892618,1,0,1,0.7836764911049005,0,0.6666666666666666,0.4965672659313875,Loyal,0.2474815034094356,0,0.2926884993734908
32,33,0.406,Germany,Male,41,9,0.4388735681487252,2,0,0,0.4094752548868416,0,0.6666666666666666,0.418116274345189,Veteran,0.4772061681853294,1,0.3638605631339945
33,34,0.3399999999999999,Spain,Female,42,6,0.0,2,1,1,0.1720112770769608,0,1.3333333333333333,0.1706704256923202,Loyal,0.2463874785313172,1,0.0
34,35,0.7439999999999999,Spain,Female,29,9,0.0,2,1,1,0.710175271738451,0,1.3333333333333333,0.4847250905794836,Veteran,0.2463874785313172,0,0.0
35,36,0.25,France,Female,45,0,0.5351337668612783,1,1,0,0.1390703312166311,1,0.6666666666666666,0.3080680326926365,,0.2474815034094356,1,0.4286175217773308
36,37,0.2799999999999999,Spain,Male,31,3,0.5789610833625718,1,0,1,0.570330416554781,0,0.6666666666666666,0.4764304999724508,Established,0.2463874785313172,0,0.4567670885876195
37,38,0.908,Spain,Male,33,7,0.3050983767951363,1,0,1,0.492256360482426,0,0.6666666666666666,0.5684515790925208,Loyal,0.2463874785313172,0,0.2662784224507326
38,39,1.0,France,Male,36,7,0.0,1,1,1,0.2040260844910688,0,1.0,0.4013420281636896,Loyal,0.2474815034094356,0,0.0
39,40,0.4639999999999998,Germany,Male,41,6,0.2803906558236453,2,0,1,0.8903973329452962,0,1.0,0.5449293295896472,Loyal,0.4772061681853294,1,0.2471652312297447
40,41,0.244,Spain,Male,40,4,0.0,1,1,0,0.3507466963094975,0,0.6666666666666666,0.1982488987698325,Established,0.2463874785313172,1,0.0
41,42,0.2299999999999999,France,Female,51,8,0.4883350048619342,1,0,0,0.9065169223660858,1,0.3333333333333333,0.5416173090760067,Loyal,0.2474815034094356,2,0.3976580487472478
42,43,0.412,France,Female,61,2,0.4679961892097306,1,1,1,0.4707562072177892,0,1.0,0.4502507988091733,New,0.2474815034094356,2,0.3838983342827764
43,44,0.968,France,Female,49,2,0.5236969320890407,1,0,0,0.97186371298459,1,0.3333333333333333,0.8211868816912102,New,0.2474815034094356,1,0.4211395740298603
44,45,0.62,Spain,Female,61,5,0.6214918176539327,1,1,1,0.7917096582723651,0,1.0,0.677733825308766,Established,0.2463874785313172,2,0.4833466005939669
45,46,0.852,Germany,Female,32,4,0.4361178277602672,2,1,1,0.6325898123270772,0,1.3333333333333333,0.6402358800291147,Established,0.4772061681853294,0,0.3619435200177353
46,47,0.958,Germany,Female,27,9,0.4465784095845449,1,1,1,0.5985403105996623,1,1.0,0.6677062400614023,Veteran,0.4772061681853294,0,0.3692010503835656
47,48,0.574,Germany,Female,39,9,0.5494015518412276,1,1,1,0.5881122647212809,1,1.0,0.5705046055208361,Veteran,0.4772061681853294,1,0.437868760790759
48,49,0.4,Germany,Male,38,2,0.4120851617483418,1,0,1,0.454376142921649,0,0.6666666666666666,0.4221537682233303,New,0.4772061681853294,1,0.3450674501052366
49,50,0.852,Germany,Female,37,2,0.4135911118334939,2,1,0,0.9705303856518296,0,1.0,0.7453738324951078,New,0.4772061681853294,1,0.3461333543928678
50,51,0.6960000000000001,Germany,Male,44,10,0.4637873887361997,2,1,0,0.9903324767515296,0,1.0,0.7167066218292432,Veteran,0.4772061681853294,1,0.3810271787196759
51,52,0.4699999999999998,Germany,Male,36,5,0.5821127215436356,2,0,0,0.4321062161436417,0,0.6666666666666666,0.494739645895759,Established,0.4772061681853294,0,0.4587611193631468
52,53,0.876,France,Female,33,5,0.0,2,0,0,0.584888906890608,0,0.6666666666666666,0.486962968963536,Established,0.2474815034094356,0,0.0
53,54,0.61,Germany,Male,41,8,0.5004500831393337,1,0,0,0.8202251315000582,1,0.3333333333333333,0.6435584048797973,Loyal,0.4772061681853294,1,0.4057651185267604
54,55,0.5019999999999999,Germany,Male,42,1,0.3925726178306101,1,1,0,0.2000350033428192,1,0.6666666666666666,0.3648692070578097,New,0.4772061681853294,1,0.3311528407095664
55,56,0.5379999999999999,France,Male,43,1,0.4990548951568344,1,1,1,0.567048703151151,0,1.0,0.534701199435995,New,0.2474815034094356,1,0.4048348396352679
56,57,0.612,France,Male,45,5,0.5096268369360644,1,1,0,0.4355215423072903,0,0.6666666666666666,0.5190494597477849,Established,0.2474815034094356,1,0.4118624924288013
57,58,0.7499999999999999,Germany,Male,19,0,0.3024662324053563,1,0,0,0.2280326271158895,0,0.3333333333333333,0.4268329531737486,,0.4772061681853294,0,0.2642595690927036
59,60,0.5279999999999999,France,Male,51,4,0.1621611388113795,1,1,1,0.2338408317994368,0,1.0,0.308000656870272,Established,0.2474815034094356,2,0.1502813224913001
60,61,0.7839999999999999,Germany,Male,35,5,0.5454684808481405,1,0,0,0.422530301643807,0,0.3333333333333333,0.5839995941639825,Established,0.4772061681853294,0,0.4353270882365774
61,62,0.674,Germany,Female,27,9,0.6071344743995462,2,0,0,0.6324766015154447,0,0.6666666666666666,0.6378703586383302,Veteran,0.4772061681853294,0,0.4744527636523415
62,63,0.41,Spain,Male,33,1,0.2235357391520996,2,0,0,0.8940181287312938,0,0.6666666666666666,0.5091846226277977,New,0.2463874785313172,0,0.2017448140600735
63,64,0.668,Spain,Male,56,8,0.3137017105231849,1,1,1,0.4969813617200442,0,1.0,0.4928943574144098,Loyal,0.2463874785313172,2,0.2728488855577778
64,65,0.5059999999999999,Germany,Male,26,4,0.4351024354151122,1,1,1,0.4641897801240018,0,1.0,0.4684307385130379,Established,0.4772061681853294,0,0.3612362302284371
65,66,0.8019999999999999,Germany,Female,36,6,0.6768941923790652,2,1,1,0.1387471503528586,0,1.3333333333333333,0.5392137809106413,Loyal,0.4772061681853294,0,0.5169433874570788
66,67,0.4619999999999998,Germany,Female,34,1,0.4050769776685028,1,1,0,0.5521523805523427,0,0.6666666666666666,0.4730764527402818,New,0.4772061681853294,0,0.3400920896610394
67,68,0.7699999999999999,Germany,Male,43,10,0.4909563480535065,2,1,1,0.9834024149306256,0,1.3333333333333333,0.7481195876613774,Veteran,0.4772061681853294,1,0.3994177583946039
68,69,0.622,Germany,Female,35,5,0.6007440311721783,2,0,1,0.5682806207992863,0,1.0,0.5970082173238215,Established,0.4772061681853294,0,0.4704685406402947
69,70,0.65,France,Female,21,8,0.39208453121345,1,1,0,0.0909657872326807,0,0.6666666666666666,0.3776834394820436,Loyal,0.2474815034094356,0,0.3308022865148958
71,72,0.926,France,Male,29,6,0.0,1,1,0,0.1697276589914337,0,0.6666666666666666,0.3652425529971446,Loyal,0.2474815034094356,0,0.0
72,73,0.614,Spain,Female,37,0,0.6520861916485694,1,0,1,0.2209809536810765,0,0.6666666666666666,0.4956890484432152,,0.2463874785313172,1,0.5020388478591742
73,74,0.5079999999999999,Germany,Female,25,5,0.6288642532113338,2,1,1,0.2921040459363869,0,1.3333333333333333,0.4763227663825735,Established,0.4772061681853294,0,0.4878829947856767
74,75,0.3379999999999999,France,Male,36,9,0.0,2,0,1,0.7278236071544831,0,1.0,0.355274535718161,Veteran,0.2474815034094356,0,0.0
75,76,0.7699999999999999,France,Female,21,1,0.7123138721382855,2,1,0,0.1118927857610401,0,1.0,0.5314022192997752,New,0.2474815034094356,0,0.5378455974448351
76,77,0.628,France,Male,55,8,0.0,2,1,1,0.6958167504996727,0,1.3333333333333333,0.4412722501665576,Loyal,0.2474815034094356,2,0.0
77,78,0.656,France,Female,32,9,0.0,1,1,1,0.7410660718098578,0,1.0,0.4656886906032859,Veteran,0.2474815034094356,0,0.0
78,79,0.814,Spain,Male,33,5,0.3079067680427539,1,0,1,0.9712330027517628,0,0.6666666666666666,0.6977132569315055,Established,0.2463874785313172,0,0.2684279722398162
79,80,0.132,Germany,Female,41,10,0.4870091278893355,2,1,0,0.4914970879719013,0,1.0,0.3701687386204123,Veteran,0.4772061681853294,1,0.3967668059187174
80,81,0.63,France,Female,34,1,0.385198388716311,2,0,0,0.8570922523100956,0,0.6666666666666666,0.6240968803421355,New,0.2474815034094356,0,0.3258433703317015
81,82,0.854,France,Female,32,2,0.0,1,1,0,0.6822982094790052,1,0.6666666666666666,0.5120994031596684,New,0.2474815034094356,0,0.0
82,83,0.386,France,Female,36,3,0.0,2,0,0,0.130052470010886,0,0.6666666666666666,0.1720174900036286,Established,0.2474815034094356,0,0.0
83,84,0.3119999999999999,France,Female,34,4,0.359937455083855,1,1,1,0.7961945865830187,0,1.0,0.4893773472222912,Established,0.2474815034094356,0,0.3074387097815081
84,85,0.2859999999999999,France,Female,46,4,0.0,2,1,0,0.0094813054646718,0,1.0,0.0984937684882239,Established,0.2474815034094356,1,0.0
86,87,0.7999999999999999,Spain,Male,22,3,0.484985039144778,1,1,0,0.6432202775365047,1,0.6666666666666666,0.6427351055604276,Established,0.2463874785313172,0,0.3954046975539321
87,88,0.7579999999999999,France,Male,30,9,0.0,2,1,0,0.7593613690107405,0,1.0,0.5057871230035801,Veteran,0.2474815034094356,0,0.0
88,89,0.592,France,Female,46,4,0.0,3,1,0,0.4662437262758593,1,1.3333333333333333,0.3527479087586198,Established,0.2474815034094356,1,0.0
89,90,0.57,Germany,Female,28,3,0.3253259919196675,2,1,1,0.7839737694949866,0,1.3333333333333333,0.5597665871382179,Established,0.4772061681853294,0,0.2816584608148504
91,92,0.916,France,Male,45,7,0.4728077045146099,2,1,0,0.7356746569297367,0,1.0,0.7081607871481155,Loyal,0.2474815034094356,1,0.387170582125255
92,93,0.348,France,Female,36,10,0.0,2,1,0,0.5480672904262357,0,1.0,0.2986890968087452,Veteran,0.2474815034094356,0,0.0
93,94,0.838,France,Male,29,8,0.0,2,1,1,0.8614774210937143,0,1.3333333333333333,0.5664924736979048,Loyal,0.2474815034094356,0,0.0
94,95,0.7599999999999999,Spain,Male,42,4,0.0,2,0,1,0.4298955050207295,0,1.0,0.3966318350069098,Established,0.2463874785313172,1,0.0
95,96,0.3299999999999999,Spain,Male,35,10,0.7025719087777832,1,0,1,0.6063889101409184,0,0.6666666666666666,0.5463202729729005,Veteran,0.2463874785313172,0,0.5321399953171335
96,97,0.846,Spain,Male,41,9,0.4098374762438407,1,0,1,0.3229491916478023,0,0.6666666666666666,0.5262622226305477,Veteran,0.2463874785313172,1,0.3434744326712573
97,98,0.928,Germany,Male,29,8,0.386955516480815,2,1,1,0.9864169528189942,0,1.3333333333333333,0.7671241564332698,Loyal,0.4772061681853294,0,0.3271110690669898
98,99,0.7199999999999999,Spain,Male,22,8,0.0,2,0,0,0.4982148795209942,0,0.6666666666666666,0.4060716265069979,Loyal,0.2463874785313172,0,0.0
100,101,0.63,France,Female,40,6,0.0,1,1,1,0.8092595342855242,0,1.0,0.4797531780951747,Loyal,0.2474815034094356,1,0.0
101,102,0.5459999999999999,France,Female,44,6,0.0,2,0,0,0.8358340721538906,0,0.6666666666666666,0.4606113573846301,Loyal,0.2474815034094356,1,0.0
102,103,0.7759999999999999,France,Male,31,9,0.3295128711422235,1,1,0,0.2098157374029219,0,0.6666666666666666,0.4384428695150484,Veteran,0.2474815034094356,0,0.2848126128441642
103,104,0.356,Spain,Male,36,7,0.0,2,1,0,0.3026538034382283,0,1.0,0.2195512678127427,Loyal,0.2463874785313172,0,0.0
105,106,0.5439999999999999,Spain,Female,46,4,0.4267600044304842,2,1,1,0.1548798410248178,1,1.3333333333333333,0.3752132818184339,Established,0.2463874785313172,1,0.3554061424517882
106,107,0.4639999999999998,Germany,Male,32,1,0.3544810564321155,1,1,1,0.0502195459666398,0,1.0,0.2895668674662517,New,0.4772061681853294,0,0.3034183967915511
107,108,0.87,Germany,Female,36,2,0.3977983650652741,1,0,1,0.1848423524446584,0,0.6666666666666666,0.4842135725033108,New,0.4772061681853294,0,0.3348984024116699
108,109,0.5099999999999999,Spain,Male,33,5,0.5982221706032119,1,0,0,0.3592903622295929,0,0.3333333333333333,0.4891708442776015,Established,0.2463874785313172,0,0.4688918680952766
109,110,0.258,Germany,Male,35,9,0.3700063639384421,1,1,0,0.4972388863136429,1,0.6666666666666666,0.3750817500840284,Veteran,0.4772061681853294,0,0.3148153850397863
110,111,0.67,Germany,Male,30,3,0.3608509335403869,1,0,1,0.3153866194221548,0,0.6666666666666666,0.4487458509875139,Established,0.4772061681853294,0,0.3081101905145737
111,112,0.376,Germany,Male,39,7,0.4306732665840542,2,1,0,0.1361113986385699,0,1.0,0.314261555074208,Loyal,0.4772061681853294,1,0.3581451492658812
112,113,0.424,France,Male,42,2,0.3995181868463009,1,0,0,0.4339705941917453,0,0.3333333333333333,0.419162927012682,New,0.2474815034094356,1,0.3361280251345934
113,114,0.65,Spain,Male,36,9,0.4232417632194809,1,0,1,0.1149246753064917,0,0.6666666666666666,0.3960554795086575,Veteran,0.2463874785313172,0,0.3529372015282367
114,115,0.7419999999999999,Germany,Male,28,9,0.6156903785118493,2,0,1,0.5064951702887626,1,1.0,0.6213951829335372,Veteran,0.4772061681853294,0,0.4797623442862274
115,116,0.5559999999999999,Germany,Female,30,9,0.5275101536245255,2,1,1,0.370823163612125,0,1.3333333333333333,0.4847777724122168,Veteran,0.4772061681853294,0,0.4236390592588859
116,117,0.636,Germany,Female,37,6,0.6690541167531407,1,1,0,0.5781887670272511,0,0.6666666666666666,0.6277476279267974,Loyal,0.4772061681853294,1,0.5122570688113943
117,118,0.3119999999999999,France,Female,41,1,0.0,2,1,0,0.1587887643269932,0,1.0,0.1569295881089977,New,0.2474815034094356,1,0.0
118,119,0.348,Germany,Female,31,8,0.4297307723625955,1,1,0,0.9986644224523442,1,0.6666666666666666,0.5921317316049799,Loyal,0.4772061681853294,0,0.3574861554714842
119,120,0.6980000000000001,Germany,Male,34,4,0.7380439205416033,2,1,0,0.6041721984449514,0,1.0,0.680072039662185,Established,0.4772061681853294,0,0.5527602972613017
120,121,0.956,France,Male,34,8,0.5158801328459695,2,0,0,0.1906191541292193,0,0.6666666666666666,0.5541664289917296,Loyal,0.2474815034094356,0,0.4159962160505815
121,122,0.648,Spain,Male,39,6,0.4790527500627845,1,0,0,0.5006446615651794,0,0.3333333333333333,0.5425658038759881,Loyal,0.2463874785313172,1,0.3914018491256297
122,123,0.612,France,Female,39,6,0.0,2,1,0,0.7053588617712991,0,1.0,0.4391196205904331,Loyal,0.2474815034094356,1,0.0
123,124,0.668,Germany,Female,48,10,0.5037281072964725,1,1,1,0.9906835102752312,0,1.0,0.7208038725239012,Veteran,0.4772061681853294,1,0.4079474294619342
124,125,0.5499999999999999,France,Female,28,3,0.0,1,0,0,0.9182618440061026,0,0.3333333333333333,0.4894206146687008,Established,0.2474815034094356,0,0.0
125,126,0.1639999999999999,France,Male,42,9,0.6082288231050306,1,1,0,0.5513209511508349,1,0.6666666666666666,0.4411832580852884,Veteran,0.2474815034094356,1,0.4751334635586877
126,127,0.398,France,Female,52,1,0.0,1,0,1,0.0431264685777491,1,0.6666666666666666,0.147042156192583,New,0.2474815034094356,2,0.0
127,128,0.5499999999999999,Germany,Male,56,0,0.5919026326585428,1,1,0,0.2340848551036624,1,0.6666666666666666,0.458662495920735,,0.4772061681853294,2,0.4649299251614557
128,129,0.956,France,Female,41,7,0.0,2,1,0,0.8569177856485293,0,1.0,0.6043059285495098,Loyal,0.2474815034094356,1,0.0
129,130,0.84,France,Male,24,9,0.4058503195460755,1,1,0,0.836303717004974,0,0.6666666666666666,0.6940513455170164,Veteran,0.2474815034094356,0,0.3406423293615472
130,131,0.816,France,Female,34,3,0.0,2,1,1,0.6211322181268311,0,1.3333333333333333,0.4790440727089436,Established,0.2474815034094356,0,0.0
131,132,0.89,Germany,Female,33,9,0.5215760311288141,1,1,1,0.5746730312744868,0,1.0,0.6620830208011004,Veteran,0.4772061681853294,0,0.4197466602722041
132,133,0.674,France,Male,38,9,0.4885285097228122,1,1,1,0.1780034993341863,0,1.0,0.4468440030189995,Veteran,0.2474815034094356,1,0.3977880546142971
133,134,0.672,France,Male,25,1,0.0,2,0,1,0.0822468045698364,0,1.0,0.2514156015232788,New,0.2474815034094356,0,0.0
134,135,0.878,Germany,Male,39,7,0.4975265455388681,2,1,1,0.6220569064345645,0,1.3333333333333333,0.6658611506578108,Loyal,0.4772061681853294,1,0.4038147774205493
135,136,0.4779999999999998,Germany,Female,50,5,0.5775055920114817,2,1,1,0.1746649305008628,0,1.3333333333333333,0.4100568408374481,Established,0.4772061681853294,1,0.4558448602836719
136,137,0.2219999999999999,Germany,Female,34,5,0.253744179559119,1,0,1,0.8389436191156254,0,0.6666666666666666,0.4382292662249148,Established,0.4772061681853294,0,0.2261344178578036
137,138,0.574,France,Male,40,2,0.5319414747238611,1,0,1,0.4658132851687335,0,0.6666666666666666,0.5239182532975315,New,0.2474815034094356,1,0.426535868711314
138,139,0.4679999999999998,Spain,Female,48,2,0.849532971733663,1,1,0,0.3757842373946712,1,0.6666666666666666,0.5644390697094447,New,0.2463874785313172,1,0.6149331595084125
139,140,0.4579999999999998,Spain,Female,35,1,0.5161073964333488,2,0,1,0.0429003469831368,1,1.0,0.3390025811388286,New,0.2463874785313172,0,0.4161461266855102
140,141,0.8119999999999999,Germany,Male,44,10,0.547840320346799,1,1,0,0.947752110326536,0,0.6666666666666666,0.7691974768911116,Veteran,0.4772061681853294,1,0.4368606176162281
141,142,0.626,France,Male,34,7,0.0,2,1,1,0.9021644567056152,0,1.3333333333333333,0.5093881522352052,Loyal,0.2474815034094356,0,0.0
142,143,0.664,France,Female,43,5,0.5016057714907276,1,1,1,0.9666260627889962,0,1.0,0.710743944759908,Established,0.2474815034094356,1,0.4065350498434625
143,144,0.886,Spain,Male,52,2,0.0,1,1,0,0.79563718335101,1,0.6666666666666666,0.56054572778367,New,0.2463874785313172,2,0.0
144,145,0.682,France,Female,31,5,0.1630763709679894,1,1,0,0.6310715673346804,1,0.6666666666666666,0.4920493127675566,Established,0.2474815034094356,0,0.1510685385929031
145,146,0.2699999999999999,Spain,Female,21,5,0.4510086944065617,1,1,1,0.2706754495054277,0,1.0,0.3305613813039964,Established,0.2463874785313172,0,0.3722589658941344
146,147,0.57,Spain,Female,29,8,0.5512076237806355,2,1,0,0.705387014459881,0,1.0,0.6088648794135055,Loyal,0.2463874785313172,0,0.4390337396974015
147,148,0.6,France,Male,37,5,0.4263371634275892,1,0,0,0.1224289419639575,0,0.3333333333333333,0.3829220351305156,Established,0.2474815034094356,1,0.3551097340358715
148,149,0.7699999999999999,France,Male,44,9,0.4809985998697719,1,1,0,0.3741595322353284,0,0.6666666666666666,0.5417193773683667,Veteran,0.2474815034094356,1,0.3927165898900574
150,151,0.8079999999999999,Spain,Female,32,7,0.0,2,1,0,0.4475885947107949,0,1.0,0.4185295315702649,Loyal,0.2463874785313172,0,0.0
151,152,0.37,France,Female,48,9,0.0,1,1,0,0.7494776251131983,1,0.6666666666666666,0.3731592083710661,Veteran,0.2474815034094356,1,0.0
152,153,0.7319999999999999,Spain,Male,42,8,0.0,2,1,0,0.9040305349160844,0,1.0,0.5453435116386948,Loyal,0.2463874785313172,1,0.0
153,154,0.378,France,Male,37,2,0.5086112453068097,1,1,0,0.4932203025388924,0,0.6666666666666666,0.4599438492819006,New,0.2474815034094356,1,0.411189522543782
154,155,0.5279999999999999,France,Female,43,6,0.0,2,1,1,0.5452018167735019,0,1.3333333333333333,0.3577339389245006,Loyal,0.2474815034094356,1,0.0
155,156,0.7119999999999999,Spain,Male,57,7,0.0,1,1,0,0.0896564621921393,1,0.6666666666666666,0.267218820730713,Loyal,0.2463874785313172,2,0.0
156,157,0.816,France,Female,33,7,0.0,2,0,0,0.4149640790695511,0,0.6666666666666666,0.4103213596898503,Loyal,0.2474815034094356,0,0.0
157,158,0.4719999999999998,Spain,Female,28,2,0.0,2,1,1,0.4603228108284341,0,1.3333333333333333,0.3107742702761447,New,0.2463874785313172,0,0.0
159,160,0.5619999999999999,Germany,Female,33,4,0.4912221531857815,1,0,0,0.5634337579238817,0,0.3333333333333333,0.538885303703221,Established,0.4772061681853294,0,0.3995960207842419
160,161,0.7339999999999999,Spain,Female,22,6,0.4027940188783422,1,0,1,0.4234803423726965,0,0.6666666666666666,0.5200914537503462,Loyal,0.2463874785313172,0,0.3384659755724455
161,162,0.668,France,Male,30,2,0.0,2,1,0,0.417351057025946,0,1.0,0.3617836856753153,New,0.2474815034094356,0,0.0
162,163,0.9,France,Female,49,7,0.4304829901255925,1,0,0,0.235590148859216,0,0.3333333333333333,0.5220243796616028,Loyal,0.2474815034094356,1,0.358012142577906
163,164,0.7419999999999999,Spain,Female,36,2,0.0,2,1,1,0.5348821812483092,0,1.3333333333333333,0.4256273937494363,New,0.2463874785313172,0,0.0
164,165,0.666,Spain,Male,29,0,0.5328972014095446,1,1,0,0.2778813376677472,1,0.6666666666666666,0.4922595130257639,,0.2463874785313172,0,0.4271595405046157
165,166,0.62,Germany,Male,31,9,0.4989665325869958,2,1,1,0.6993810408894049,0,1.3333333333333333,0.606115857825467,Veteran,0.4772061681853294,0,0.4047758923782227
166,167,0.7079999999999999,Germany,Female,24,7,0.4505184555211242,1,1,0,0.8125370972927914,1,0.6666666666666666,0.6570185176046385,Loyal,0.4772061681853294,0,0.3719210480565469
167,168,0.5299999999999999,Spain,Female,41,9,0.4344920680743325,1,1,0,0.9825357321624214,0,0.6666666666666666,0.6490092667455847,Veteran,0.2463874785313172,1,0.3608108270230419
168,169,0.634,Spain,Female,39,2,0.0,2,1,0,0.2035677407192386,1,1.0,0.2791892469064129,New,0.2463874785313172,1,0.0
169,170,0.664,Germany,Male,24,9,0.2308898007155017,2,0,0,0.2656389685214938,0,0.6666666666666666,0.3868429230789985,Veteran,0.4772061681853294,0,0.2077373230615203
170,171,0.2679999999999999,France,Female,29,4,0.518594581568955,1,1,0,0.8201098704926321,0,0.6666666666666666,0.5355681506871957,Established,0.2474815034094356,0,0.4177852897470084
171,172,0.5559999999999999,Germany,Male,27,5,0.3819339158779567,2,1,0,0.7800013901327576,0,1.0,0.5726451020035714,Established,0.4772061681853294,0,0.3234839064582925
172,173,0.2599999999999999,Germany,Male,44,10,0.5165785439020282,1,1,0,0.0273082079338576,1,0.6666666666666666,0.2679622506119619,Veteran,0.4772061681853294,1,0.4164568396849695
173,174,0.4559999999999998,France,Male,30,4,0.6754220010204144,1,1,0,0.560931218931408,0,0.6666666666666666,0.5641177399839408,Established,0.2474815034094356,0,0.5160650744529589
174,175,0.3239999999999999,France,Male,40,5,0.0,2,1,1,0.7323011847631448,0,1.3333333333333333,0.3521003949210482,Established,0.2474815034094356,1,0.0
